1;22.41;25.92;10;10
2;25.66;26.28;10;10
3;23.41;22.32;10;10
4;21.51;25.2;10;10
5;18.72;22.95;10;10
6;14.94;23.31;10;10
7;16.92;23.31;10;10
8;15.84;24.57;10;10
9;17.82;24.75;10;10
10;18.9;24.12;10;10
11;19.54;24.76;10;10
12;18.63;22.32;10;11
13;16.29;22.86;10;11
14;12.6;25.39;10;11
15;13.32;22.5;10;11
16;12.51;27.65;10;12
17;11.88;23.77;10;12
18;13.59;22.15;10;12
19;13.33;21.88;10;12
20;11.61;23.85;10;12
21;12.69;25.11;10;12
22;12.6;23.76;10;12
23;13.14;23.76;11;13
24;10.08;22.6;11;14
25;12.15;22.23;11;14
26;12.97;23.13;11;14
27;13.68;22.33;11;14
28;12.69;22.24;11;14
29;11.7;21.87;11;14
30;11.34;21.16;11;14
31;10.35;22.5;11;14
32;11.7;22.78;11;14
33;12.16;22.24;11;14
34;12.06;23.76;11;14
35;12.33;22.77;11;14
36;12.88;23.49;11;14
37;14.85;23.58;11;14
38;11.97;24.66;11;14
39;13.77;25.65;11;14
40;14.58;24.03;11;14
41;14.04;23.04;11;14
42;13.59;25.02;11;14
43;13.95;23.49;11;14
44;14.67;23.49;11;14
45;13.77;22.77;11;14
46;13.23;20.97;11;14
47;16.02;20.79;11;14
48;15.03;22.68;11;14
49;17.19;19.89;11;14
50;14.31;23.31;11;14
51;15.66;22.14;11;14
52;16.56;21.24;11;14
53;15.67;23.5;11;14
54;15.57;20.43;11;14
55;15.57;22.05;11;14
56;16.38;24.93;11;14
57;15.12;22.41;11;14
58;15.04;23.22;11;14
59;16.38;23.13;11;14
60;16.92;23.04;11;14
61;15.57;22.23;11;14
62;15.3;23.31;11;14
63;15.3;22.32;11;14
64;16.47;23.67;11;14
65;16.48;23.68;11;14
66;17.64;24.12;11;15
67;17.11;24.93;11;15
68;18.27;23.13;11;15
69;18.18;24.03;11;15
70;16.92;24.03;11;15
71;18.09;23.58;11;15
72;17.55;24.93;11;15
73;17.91;25.65;11;15
74;19.44;24.12;11;15
75;21.33;24.75;11;15
76;19.71;24.93;11;15
77;21.06;25.47;11;15
78;22.77;25.29;12;15
79;22.32;26.01;12;15
80;20.71;24.67;12;15
81;21.51;24.57;13;15
82;19.8;23.76;13;15
83;19.35;23.41;13;15
84;19.26;24.3;13;15
85;19.71;23.94;13;15
86;22.59;22.14;13;15
87;21.96;21.78;13;15
88;22.59;23.76;13;15
89;24.94;21.7;13;15
90;23.94;22.23;13;15
91;23.04;21.69;13;15
92;25.74;23.14;13;15
93;24.03;22.87;13;16
94;23.96;21.44;14;16
95;23.49;23.58;14;16
96;22.77;23.41;14;16
97;26.19;24.49;15;16
98;22.23;22.05;16;16
99;21.42;22.14;16;16
100;22.95;21.43;16;16
101;25.21;20.27;16;16
102;21.06;20.61;16;16
103;24.42;19.39;16;16
104;23.24;19.38;16;16
105;22.78;21.62;16;16
106;23.14;20.44;16;16
107;23.32;19.54;16;16
108;20.81;19.28;16;16
109;23.5;20.19;16;16
110;25.38;21.36;16;16
111;22.33;20.91;16;16
112;21.69;20.47;16;16
113;21.97;21.35;16;16
114;21.16;21.79;16;16
115;22.77;21.33;16;16
116;21.06;21.24;16;16
117;21.69;20.53;16;16
118;22.32;19.62;16;17
119;20.53;21.16;16;17
120;22.14;20.88;16;17
121;22.5;20.79;16;17
122;25.29;20.0;16;17
123;22.87;20.26;16;17
124;22.95;20.88;16;17
125;20.17;20.62;16;17
126;22.51;21.24;16;17
127;22.41;21.42;16;17
128;22.87;20.8;16;17
129;22.06;20.62;16;17
130;18.28;21.43;16;18
131;21.96;20.25;16;18
132;19.26;21.06;16;18
133;19.08;19.62;16;18
134;20.88;20.43;16;18
135;18.27;22.32;16;18
136;18.81;20.88;16;18
137;19.17;22.41;16;18
138;18.99;22.95;16;18
139;20.07;21.87;16;18
140;18.82;22.42;16;18
141;18.09;21.69;16;18
142;18.72;22.5;16;18
143;18.64;22.05;17;18
144;16.38;23.31;17;18
145;15.93;22.77;17;18
146;19.09;19.71;17;19
147;17.37;20.16;17;19
148;19.44;20.79;17;19
149;20.07;21.06;17;19
150;17.46;22.5;17;19
151;18.54;20.25;17;19
152;18.09;22.86;17;19
153;18.27;22.59;17;19
154;18.82;20.71;17;19
155;17.37;21.33;17;19
156;18.45;20.61;17;19
157;18.09;20.52;17;19
158;16.29;21.15;17;19
159;18.63;19.35;17;19
160;18.0;19.08;17;19
161;18.63;19.62;17;19
162;18.9;19.17;17;19
163;19.35;18.63;17;19
164;18.1;19.17;17;19
165;18.1;19.17;17;19
166;19.18;18.9;17;19
167;18.81;19.35;17;19
168;19.36;19.98;19;19
169;17.83;20.88;19;19
170;17.29;19.62;19;19
171;17.91;19.44;19;19
172;15.94;20.52;19;19
173;17.37;18.63;19;19
174;17.85;19.09;19;19
175;18.81;20.61;19;19
176;15.49;19.27;19;19
177;17.19;19.35;19;19
178;16.65;20.07;19;19
179;17.47;18.54;19;19
180;18.63;19.26;19;19
181;16.56;18.36;19;19
182;17.28;18.54;19;19
183;16.48;18.82;19;19
184;16.02;19.89;19;19
185;16.11;20.52;19;19
186;16.11;20.97;19;19
187;17.19;19.26;19;19
188;17.55;21.69;19;19
189;16.02;19.26;19;19
190;14.67;20.25;19;19
191;16.38;19.89;19;19
192;16.29;19.71;19;19
